"name","city","state","zip"
"Sheldon's Flowers","Rochester","PA","15074"
"Chartreuse","Philadelphia","PA","19148"
"North End Florist","Pottstown","PA","19464"
"South Street Botanical Designs","Ridgway","PA","15853"
"Flowers By Audrey Ann","Robesonia","PA","19551"
"Heyl, Herman J Florists Greenhouse Inc","Pittsburgh","PA","15236"
"Flowers By Audrey Ann","Reading","PA","19611"
"Engle Florist","Rochester","PA","15074"
"Country Road Flowers","Ronks","PA","17572"
"F O Lippold Son Inc","Reading","PA","19601"
"Something Different In Flowers","Philadelphia","PA","19128"
"Glitter T Flowers A Unique Floral Boutique","Ridgway","PA","15853"
"Nations Florist Flower Co","Pittsburgh","PA","15235"
"Fruitflowers","Ronks","PA","17572"
"Giant Eagle","Rochester","PA","15074"
"Autumn Lilly Floral Gifts","Russellton","PA","15076"
"Sarai Variety Flower Shop","Reading","PA","19601"
"Beth Ann's Flowers","Royersford","PA","19468"
"Trail Gardens","Pottsville","PA","17901"
"Victoria Flower Company","Philadelphia","PA","19116"
"Three Peas In A Pod","Royersford","PA","19468"
"Flowers by Bridgett","Reading","PA","19611"
"Petals Ln","Philadelphia","PA","19128"
"Jim Ludwig's Blumengarten Florist","Pittsburgh","PA","15222"
"Trisha Onuskanych Designs","Royersford","PA","19468"
"Lisa's Floral Expressions","Pottsville","PA","17901"
"Hatfield's Flower Shop","Pittsburgh","PA","15229"
"Forever Flowers","Salisbury","PA","15558"
"Limerick Florist","Royersford","PA","19468"
"Saltsburg Floral","Saltsburg","PA","15681"
"Pod Petal","Pottsville","PA","17901"
"Country Blossoms","Saxton","PA","16678"
"Hepatica Florist","Pittsburgh","PA","15218"
"Plaza Flowers","Royersford","PA","19468"
"Picky Flowers","Philadelphia","PA","19124"
"A Village Sweet Shoppe Gifts Florals","Reading","PA","19601"
"Ashley's Country Blooms","Saxonburg","PA","16056"
"SHOP 'n SAVE","Saltsburg","PA","15681"
"Flowers N Stuf","Pittsburgh","PA","15228"
"Little Flower Corp","Pottsville","PA","17901"
"Special Designs By Shirley","Schellsburg","PA","15559"
"Harvey's Flowers","Saxton","PA","16678"
"ABC Florists","Reading","PA","19601"
"Young's Florist","Philadelphia","PA","19107"
"Flowers By the Bunch","Royersford","PA","19468"
"Pajer's Flower Shop","Saxonburg","PA","16056"
"Andy Ann's Floral Shoppe","Pittsburgh","PA","15212"
"Baskets Specialty Gift","Pottsville","PA","17901"
"South Side Floral Shop","Scranton","PA","18505"
"Amazing Blooms","Schwenksville","PA","19473"
"Swartz Shawn","Royersford","PA","19468"
"Natasha Mae's Heavenly Design","Philadelphia","PA","19111"
"Sunshine Greenhouse","Saxonburg","PA","16056"
"Newhard's Flower Garden Shop","Schnecksville","PA","18078"
"Wayside Gardens","Sellersville","PA","18960"
"Millers Flower Shop by Kate","Sciota","PA","18354"
"Staco","Reading","PA","19606"
"Miss Martha's Floral","Scottdale","PA","15683"
"Sayre Floral Co","Sayre","PA","18840"
"GHS Inc T-A","Royersford","PA","19468"
"Hatfield Floral Gift","Sellersville","PA","18960"
"The Flag Store","Sciota","PA","18354"
"Mom Mom's Flowers Event Planning","Philadelphia","PA","19120"
"Smeck' S Flowers","Reading","PA","19606"
"Conley Rick","Pittsburgh","PA","15217"
"Shafers Flowers And Greenhouses","Sewickley","PA","15143"
"Ott's Exotic Plants","Schwenksville","PA","19473"
"No","Sayre","PA","18840"
"Graci's Flowers","Selinsgrove","PA","17870"
"Leonard J Lucas Funeral Home Limited","Shamokin","PA","17872"
"DR David M Flowers MD","Sellersville","PA","18960"
"Louisa's Flowers Gifts","Sharon","PA","16146"
"Arts N Flowers","Reading","PA","19610"
"Thompson's Florist","Pittsburgh","PA","15213"
"Robin Hill Florist","Shavertown","PA","18708"
"William Edward Florist","Scranton","PA","18505"
"Meng Road Greenhouse","Schwenksville","PA","19473"
"Sharpsville Floral","Sharpsville","PA","16150"
"Rine's Flower Shop Greenhouses","Selinsgrove","PA","17870"
"Comini Brawdy Flowers","Sewickley","PA","15143"
"Jackie's Flowers","Sellersville","PA","18960"
"Beverly's Flower Shop","Shamokin","PA","17872"
"Petals Floral Shop","Sharon","PA","16146"
"Tina's Flower Shop","Shenandoah","PA","17976"
"Flower Aldu","Reading","PA","19606"
"Plaza Flowers","Philadelphia","PA","19102"
"Marion M Conyngham","Shavertown","PA","18708"
"Presents Posies","Sheffield","PA","16347"
"The Tea Rose Cottage","Shinglehouse","PA","16748"
"B's Floral Design","Scranton","PA","18503"
"Ott's Exotic Plants","Schwenksville","PA","19473"
"Sharpsville Floral Gift Shop","Sharpsville","PA","16150"
"Shickshinny Floral Gift","Shickshinny","PA","18655"
"McKnight Flowers","Pittsburgh","PA","15237"
"Sharon Gun and Shot","Sharon","PA","16146"
"Flowers By Audrey Ann","Reading","PA","19609"
"Fisher's Florist","Shippensburg","PA","17257"
"Rine's Pretty Leaf Greenhouses","Selinsgrove","PA","17870"
"Love In A Basket","Shavertown","PA","18708"
"Carl Alan Floral Designs LTD","Philadelphia","PA","19103"
"Balloon Connection","Schwenksville","PA","19473"
"Cuttings Flower Garden Market","Sewickley","PA","15143"
"Wegmans Floral","Scranton","PA","18508"
"Bella One Florist","Pittsburgh","PA","15239"
"Shirley's Flowers","Shickshinny","PA","18655"
"Petals Floral Shop","Sharon","PA","16146"
"Buttonwood Blooms","Reading","PA","19609"
"Ellie's Flower Shop","Shelocta","PA","15774"
"Flowers by laney","Shrewsbury","PA","17361"
"Wegmans Floral","Scranton","PA","18508"
"Kreations By Kris Florist","Selinsgrove","PA","17870"
"Palo Floral Shop","Sharpsville","PA","16150"
"Sewickley Creek Greenhouses","Sewickley","PA","15143"
"Flowers by Laney","Shrewsbury","PA","17361"
"Primrose Flowers","Pittsburgh","PA","15223"
"Cedar Hill Flowers Corp","Reading","PA","19605"
"Hermitage Best Florist","Sharon","PA","16146"
"My Boutique Florist","Philadelphia","PA","19106"
"Maplewood Produce Greenhouse","Shippensburg","PA","17257"
"Giant Eagle","Selinsgrove","PA","17870"
"Bunches Flowers Gifts","Scranton","PA","18503"
"Karrie Hlista Designs","Sewickley","PA","15143"
"Forest Glen Flowers","Reading","PA","19606"
"Petals Stems Floral","Sharon","PA","16146"
"Conley Rick","Pittsburgh","PA","15222"
"An Enchanted Florist At Skippack Village","Skippack","PA","19474"
"McCarthy Flowers","Scranton","PA","18503"
"Ode Ã  la Rose Philadelphia","Philadelphia","PA","19147"
"Giant Eagle","Sewickley","PA","15143"
"Chestnut Grove Greenhouse","Shippensburg","PA","17257"
"Natural Pack Inc Pack","Reading","PA","19606"
"Handmade for You","Smethport","PA","16749"
"Cassandra's Florals","Pittsburgh","PA","15216"
"Creedons Flower Shop","Scranton","PA","18505"
"Arts N Flowers","Reading","PA","19602"
"Ken's Gardens","Smoketown","PA","17576"
"Kerns Floral Shop and Greenhouses","Slatington","PA","18080"
"Miller's Greenhouses Flower Shop","Smithfield","PA","15478"
"The Carriage House Flowers Gifts","Smethport","PA","16749"
"Passionflowers","Skippack","PA","19474"
"Chestnut Floral Company","Souderton","PA","18964"
"Lippold Fo Sons Florist","Reading","PA","19601"
"Bloom","Somerset","PA","15501"
"Mt. Troy Floral Studio","Pittsburgh","PA","15212"
"McCarthy Flowers","Scranton","PA","18508"
"Kerns Floral Shop Greenhouses","Slatington","PA","18080"
"Cherry Lane Florist","Southampton","PA","18966"
"Flowers by D J","Reading","PA","19607"
"Somerset Floral","Somerset","PA","15501"
"Hrinko Flower Gift Shop","Scranton","PA","18519"
"Floral Couture","Southampton","PA","18966"
"Kosalko John F Jr","Slatington","PA","18080"
"Red Roses Floral","Pittsburgh","PA","15203"
"Little Bit Of Country","Spartansburg","PA","16434"
"Atthe Toll House Shops","Reading","PA","19608"
"McGloin's Florist","Scranton","PA","18504"
"Bittner-Long Floral Greenhouse","Somerset","PA","15501"
"Fleurish, llc","Philadelphia","PA","19129"
"Domenic Er Graziano Flowers","Southampton","PA","18966"
"Polites Florist","Springfield","PA","19064"
"Majestic Florals","Reading","PA","19611"
"Giant Eagle","Somerset","PA","15501"
"Jones Creations","Scranton","PA","18504"
"Fdt","Springdale","PA","15144"
"Community Flower Shop","Pittsburgh","PA","15234"
"Leidy's Flowers","Philadelphia","PA","19135"
"Foreacre Florist","Springfield","PA","19064"
"D S Flowers","Starrucca","PA","18462"
"Royer's Flowers Gifts","Reading","PA","19607"
"Cadden Florist","Scranton","PA","18504"
"Hidden Springs Greenhouses","Somerset","PA","15501"
"Oliver Flower Shop Inc","Pittsburgh","PA","15212"
"Hampton Flower Shop","Southampton","PA","18966"
"Joseph's House of Flowers","Springdale","PA","15144"
"Blossom Patch","Philadelphia","PA","19103"
"Benedict Florist Shop","Scranton","PA","18509"
"CAROL Shoppes, florist","Reading","PA","19606"
"Fruit Flowers","Southampton","PA","18966"
"1-800-FLOWERS.COM","Philadelphia","PA","19102"
"One Happy Flower Shop","Pittsburgh","PA","15209"
"Springdale Floral","Springdale","PA","15144"
"Lynn's Floral","Scranton","PA","18508"
"Petals and Beans","Strasburg","PA","17579"
"Royer's Flowers Gifts","Reading","PA","19601"
"Alex's East End Floral Shoppe","Pittsburgh","PA","15206"
"Maple Florists Gifts Delivery Natl Telesales","Southampton","PA","18966"
"Bender Gardens","Stroudsburg","PA","18360"
"McCarthy Flowers","Scranton","PA","18505"
"Shaffer's Greenhouse","Summerville","PA","15864"
"A Touch of Gods Garden Floral Shop","Stoystown","PA","15563"
"Nations Florist Flower Company","Pittsburgh","PA","15222"
"Domenic Graziano Flowers","Southampton","PA","18966"
"Blossom Patch","Philadelphia","PA","19103"
"Melanie's Wedding-Event Flrls","Stroudsburg","PA","18360"
"Color It Green","Reading","PA","19606"
"A Woodland Gatherings","Sunbury","PA","17801"
"Flower Basket","Philadelphia","PA","19107"
"Scranton Rose Co","Scranton","PA","18510"
"Bucks County Roses","Southampton","PA","18966"
"Farm Fresh Food Pharmacy","Reading","PA","19604"
"Memories in Silk","Southampton","PA","18966"
"Flowers R Us","Scranton","PA","18505"
"Edward's Flowers","Tamaqua","PA","18252"
"Thoughts in Bloom","Philadelphia","PA","19103"
"Karla's Garden Studio","Stroudsburg","PA","18360"
"Heck Brothers, Inc.","Reading","PA","19606"
"Tarentum Floral","Tarentum","PA","15084"
"Always Flowers","Southampton","PA","18966"
"Craig Floral","Tarrs","PA","15688"
"Swarthmore Flower Gift Shop","Swarthmore","PA","19081"
"Something Special Flower Shop","Sunbury","PA","17801"
"Fleur","Philadelphia","PA","19107"
"Imaginations","Tannersville","PA","18372"
"Special Occasion","Scranton","PA","18508"
"Tomlinson Floral Gift","Taylor","PA","18517"
"Through My Garden Gate","Temple","PA","19560"
"Petal Pushers Floral Company","Tamaqua","PA","18252"
"Little Cottage Gardens","Telford","PA","18969"
"Cedar Hill Flowers Corp","Reading","PA","19605"
"Sharon's Design Studio","Susquehanna","PA","18847"
"Bailie's Flower Shoppe","Tarentum","PA","15084"
"Country Cottage Greenhouse Gifts","Thompsontown","PA","17094"
"D D Flowers","Thompson","PA","18465"
"Joyce T-A","Swarthmore","PA","19081"
"Kreative Kove","Sunbury","PA","17801"
"Bender Gardens","Stroudsburg","PA","18360"
"A Piece of Cake Wedding Design","Thorndale","PA","19372"
"Rose 4 U Florist","Philadelphia","PA","19107"
"Temple Green House","Temple","PA","19560"
"Candy Bouquet","Taylor","PA","18517"
"Halligan's Greenhouse","Thompsontown","PA","17094"
"Lewistown Valley Greenhouse","Tamaqua","PA","18252"
"Gerrity's Supermarket Inc","Scranton","PA","18508"
"Amazing Plants","Reading","PA","19606"
"Marcho's Florist and Greenhouses","Susquehanna","PA","18847"
"Lehman Flower Shop","Tarentum","PA","15084"
"D S Flowers","Thompson","PA","18465"
"Floral Boutique Sweet Shop","Stroudsburg","PA","18360"
"Florian's Flowers","Tamaqua","PA","18252"
"Green Valley Nursery Florist","Reading","PA","19608"
"Florist Philadelphia","Philadelphia","PA","19107"
"Ray's Flower Basket","Scranton","PA","18508"
"D S Flowers","Thompson","PA","18465"
"Marchos Florists Greenhouses","Susquehanna","PA","18847"
"Potting Shed","Stroudsburg","PA","18360"
"McElroy's Flower Shoppe","Titusville","PA","16354"
"David's Florist and More","Towanda","PA","18848"
"Lippold F O Sons","Reading","PA","19601"
"Trexler Florist","Topton","PA","19562"
"Zena Florist","Toughkenamon","PA","19374"
"Blairsville Florists","Torrance","PA","15779"
"Rose Flower Shop","Trafford","PA","15085"
"Adam's Apple Inc","Philadelphia","PA","19107"
"McCarthy - Remick Flowers","Scranton","PA","18508"
"Flowers by Donna","Towanda","PA","18848"
"D J's Greenhouse","Transfer","PA","16154"
"Emily Flowers Certified Rlfrs","Titusville","PA","16354"
"Rhythm Blooms","Troy","PA","16947"
"Jw Floral Shoppe","Trafford","PA","15085"
"Evantine the Rittenhouse","Philadelphia","PA","19103"
"Floral Studio","Reading","PA","19609"
"Indigo Flower Company","Turbotville","PA","17772"
"Mayflower Florist","Tunkhannock","PA","18657"
"Candy Bouquet","Scranton","PA","18504"
"Acorn Acres Wreaths and Floral Design","Titusville","PA","16354"
"Flowers By Donna","Towanda","PA","18848"
"Just Flowers","Philadelphia","PA","19107"
"All For You Flowers Gifts","Ulysses","PA","16948"
"Monzie's Floral Design","Tunkhannock","PA","18657"
"J W Floral Shoppe","Trafford","PA","15085"
"Keen Floral Factory Outlet","Scranton","PA","18509"
"Flower Hut","Tyrone","PA","16686"
"McBud Flowers","Trafford","PA","15085"
"Matlack Florist","Unionville","PA","19375"
"David's Florist and More","Towanda","PA","18848"
"Thoughts in Bloom","Philadelphia","PA","19103"
"Tarr's Country Store Florist","Titusville","PA","16354"
"Neubauers Flowers Inc","Uniontown","PA","15401"
"Gerritys ShurSave Supermarket","Scranton","PA","18504"
"Hut Flower","Tyrone","PA","16686"
"The Flower Shop By Shores Sisters","Towanda","PA","18848"
"Dandelions Florist","Philadelphia","PA","19103"
"White Swan Flower Shop","Uniontown","PA","15401"
"Giant Eagle","Titusville","PA","16354"
"Flowers of Sunnybrook Farm","Valencia","PA","16059"
"Garden Gate Florists","Tyrone","PA","16686"
"Jerry's For All Seasons","Scranton","PA","18512"
"Marlene's Floral","Towanda","PA","18848"
"Evantine Design Inc","Philadelphia","PA","19106"
"Neubauer's Flowers Inc","Uniontown","PA","15401"
"Our Point Of View Shoppe","Vandergrift","PA","15690"
"Eddie's Nursery Florist","Scranton","PA","18508"
"Rozick's Greenhouse","Tyrone","PA","16686"
"AloraDonna Gifts Flowers","Stoneboro","PA","16153"
"Pisarcik Greenhouses","Valencia","PA","16059"
"Porcelain Wedding Bouquets","Verona","PA","15147"
"Neubauer's Flowers Market House","Uniontown","PA","15401"
"Ambience Floral Design","Wallingford","PA","19086"
"Fabufloras","Philadelphia","PA","19103"
"Home Grown Flowers","Volant","PA","16156"
"Blooming Time Floral Design","Stevens","PA","17578"
"Porcelain Wedding Bouquets","Verona","PA","15147"
"Poinsard Florist","Scranton","PA","18509"
"Kur Laine Florist","Vandergrift","PA","15690"
"Peggy's Floral Gift Shop","Wampum","PA","16157"
"Sweet Pea's Flowers","Stoneboro","PA","16153"
"Forget Me Not Flower Shoppe","Uniontown","PA","15401"
"The Yvonne Reeser T-A","Walnutport","PA","18088"
"Flowers More","Warren","PA","16365"
"Miller Greenhouses","Wallingford","PA","19086"
"May Flower Shop Gallery 3","Philadelphia","PA","19106"
"Domenic's Flowers","Warminster","PA","18974"
"Pugliese Flowers Gifts","Vandergrift","PA","15690"
"Washington Square Flower Shop","Washington","PA","15301"
"The Flower Patch Gift Shoppe","Walnutport","PA","18088"
"Angel Rose Florist Inc","Warrington","PA","18976"
"Creative Touch Florist","Uniontown","PA","15401"
"Ring Around A Rosey","Warren","PA","16365"
"Giant Eagle","Verona","PA","15147"
"Dorca's Plaster Craft Flowers","Watsontown","PA","17777"
"Plaza Flowers","Philadelphia","PA","19106"
"Lake Pleasant Flower Shoppe","Wattsburg","PA","16442"
"Domenic Graziano Flowers Gifts","Warminster","PA","18974"
"Wine Roses Floral","Waymart","PA","18472"
"Wegmans Floral","Warrington","PA","18976"
"Flowers by Gwendolyn","Waterford","PA","16441"
"Eichholz Flowers","Waynesboro","PA","17268"
"The Ivy Green Floral Shoppe","Washington","PA","15301"
"Dora's floral","Waynesburg","PA","15370"
"Ekey Florist","Warren","PA","16365"
"Dreams Come True Floral Shoppe","Scranton","PA","18510"
"Barton's Flower Shop","Uniontown","PA","15401"
"Market Fresh Flowers","Wayne","PA","19087"
"All Occasions Flowers LTD","Philadelphia","PA","19147"
"Lake Pleasant Flower Shoppe","Wattsburg","PA","16442"
"Everyday Occasions","Watsontown","PA","17777"
"Amelia's Flowers Gifts","Warrington","PA","18976"
"Artemis Botanicals","Washington","PA","15301"
"Flowers by Val Jeahn Chamberlian","Waterford","PA","16441"
"Four Seasons Florist","Waynesboro","PA","17268"
"Akiko's Floral Arts","Wellsboro","PA","16901"
"The Ivy Green","Waynesburg","PA","15370"
"Tree House Flower Gifts","Warminster","PA","18974"
"Giant Eagle","Uniontown","PA","15401"
"Valley Forge Flowers","Wayne","PA","19087"
"Shift Design","Philadelphia","PA","19103"
"Acorn Acres Wreaths Floral","Warren","PA","16365"
"Green Arbor Flower Shrubbery","Waynesboro","PA","17268"
"Royer's Flowers Gifts","Wernersville","PA","19565"
"Erie Florist Inc","Waterford","PA","16441"
"Storybook Florist","Washington","PA","15301"
"Garden Heritage","Warrington","PA","18976"
"Field Flowers Florist Gift","Wellsboro","PA","16901"
"Adelberger Florist","Wayne","PA","19087"
"Warminster Tree Elite Florals","Warminster","PA","18974"
"The Perfect Arrangement Inc","Waynesburg","PA","15370"
"Allegheny's Floral","Warren","PA","16365"
"Patty's Bridal Elegance Floral","Uniontown","PA","15401"
"Pure Design","Philadelphia","PA","19146"
"Flowers By Valjeane Chamberlin","Waterford","PA","16441"
"Lorax Farms","Warrington","PA","18976"
"Patient Infosystems Nurse 411 Call Center","Wayne","PA","19087"
"Andrea's Floral Loft","Washington","PA","15301"
"Field Flowers Florist Gift Shop","Wellsboro","PA","16901"
"Warminster Tree Elite Florals","Warminster","PA","18974"
"Girton's Flowers Gifts Inc","Warren","PA","16365"
"Ann K Floral","Philadelphia","PA","19106"
"Jefferson Florist","Waynesburg","PA","15370"
"Old Door Flowers","Westfield","PA","16950"
"Cowan's Flower Shop","Wayne","PA","19087"
"Blue Violet Flowers","Warrington","PA","18976"
"Andreas Floral Loft","Washington","PA","15301"
"Ekey Florist and Greenhouse","Warren","PA","16365"
"Elite Tree House Flowers","Warminster","PA","18974"
"Giant Eagle","Waynesburg","PA","15370"
"Petit Jardin En Ville","Philadelphia","PA","19106"
"Roses of Perris","Washington","PA","15301"
"Karen's Florals","Wexford","PA","15090"
"Precious Petals Florist","Whitehall","PA","18052"
